Date	Link	Text	Title
2022-10-07 12:18:00	https://lenta.ru/news/2022/10/07/embargo/	Российское Минэнерго зафиксировало снижение производства угля за январь-август менее чем на один процент, а также снижение поставок за рубеж, однако конкретные цифры по экспорту в ведомстве не назвали. Такие сведения приводит ТАСС со ссылкой на замглавы министерства Сергея Мочальникова.Говоря о снижении показателей, замминистра напомнил, что с 10 августа действует эмбарго ЕС на поставки угля из России. Тем не менее, отметил Мочальников, спад экспорта в значительной степени компенсирован повышенным спросом на внутреннем рынке — с начала года он вырос более чем на 7 миллионов тонн. Но развитие отрасли по-прежнему связано с поиском новых логистических цепочек для переориентации экспортных потоков, заключил он.Материалы по теме:Силы небесные.Почему опытные бизнесмены и инвесторы отдают астрологам миллионы долларов?25 сентября 2022Не рассчитали.Тысячи россиян решили временно жить за границей. С какими трудностями они столкнулись?23 сентября 2022Тем не менее за счет угледобытчиков Минфин надеется собрать в бюджет дополнительные 30 миллиардов рублей. В сентябре стало известно, что ведомство решило ослабить фискальную нагрузку на черную металлургию, но увеличить ее для угольной отрасли — кроме введения экспортных пошлин, власти повысят налог на добычу полезных ископаемых (НДПИ) на уголь. Минфин подготовил соответствующие поправки в Налоговый кодекс.	Добыча угля в России снизилась на 1 процент
2022-10-07 12:03:53	https://lenta.ru/news/2022/10/07/kreditniekanikyli/	С 7 октября Сбербанк начал оформлять кредитные каникулы для мобилизованных и участников спецоперации. Об этом сообщается в пресс-релизе, поступившем в редакцию «Ленты.ру».Так, военнослужащие могут получить отсрочку по ипотечным и потребительским кредитам на весь срок службы, а также на 30 дней после ее окончания. Срок кредита будет увеличен на срок не менее льготного периода. Во время действия каникул будут продолжать начисляться проценты на условиях, установленных законом. В течение льготного периода можно будет платить по кредиту в счет его досрочного погашения.«Забота о клиентах — основной приоритет Сбербанка. И чтобы оперативно поддержать наших заемщиков-военнослужащих в этот важный период для всей страны, мы начали принимать предварительные заявки на новую госпрограмму кредитных каникул еще с 30 сентября», — заявил первый заместитель председателя правления Сбербанка Александр Ведяхин.Воспользоваться кредитными каникулами могут мобилизованные; военнослужащие, проходящие службу в Вооруженных силах по контракту; сотрудники Нацгвардии, силовых ведомств, пограничники, задействованные в спецоперации; добровольцы, заключившие контракт; члены семей перечисленных категорий.7 октября президент России Владимир Путин подписал закон, предоставляющий мобилизованным и членам их семей право на кредитные каникулы. Документ опубликован на официальном портале правовой информации.	Сбербанк начал оформлять кредитные каникулы для мобилизованных
2022-10-06 22:49:00	https://lenta.ru/news/2022/10/06/europe/	Обозреватель Зоран Метер предрек катастрофические последствия европейской экономике на фоне небывалого энергетического кризиса. Такой прогноз он дал в своей статье для Geopolitika.news.По его словам, предсказать окончание тяжелейшего кризиса в странах Евросоюза (ЕС) пока невозможно, а самые сложные времена еще впереди. Как именно происходящее отразится на будущем экономики, социальной сферы и безопасности остается неизвестным. Метер отметил, что разум у европейских политиков иссяк. Лидеры ЕС продолжают убеждать, что найдут замену российскому топливу, но альтернатива энергоносителям из России потребует больших затрат, подчеркнул обозреватель.Он заявил, что Европа планомерно шла к сложившемуся положению. Организация по собственной инициативе перешла от долгосрочных газовых договоров к спотовым поставкам, а ситуация на Украине только ухудшила ситуацию, указал Метер. Он также осудил европейских политиков за уверения, что ЕС переживет грядущую зиму без российского газа, если придерживаться экономии.Материалы по теме:Дело в трубе.Россия требует от Запада платить за газ в рублях. Что будет, если Европа откажется?5 апреля 2022Поднажмут за газ.Европа хочет отказаться от российского газа. Почему это практически невозможно?15 марта 2022Обозреватель охарактеризовал следование ЕС антироссийской политике и угрозы ввести новые санкции как самоубийственный инстинкт. Он предостерег о последствиях установки потолка цен на российские энергоносители, которая приведет к прекращению поставок в Европу. Метер напомнил, что ситуация уже оставляет желать лучшего, в частности, на фоне случившегося на газопроводах «Северный поток» и «Северный поток-2».Под угрозой оказался и транзит через Украину, заявил он. Италия также столкнулась с серьезными трудностями, поскольку невзирая на контракт с Алжиром, ей так и не удалось полностью заместить выпадающий объем импорта из России, а полагаться на альтернативные источники энергии нельзя.Ранее стало известно о намерении ЕС ввести новые ограничения на перевозку российской нефти. При новых санкциях европейским судам запретят перевозить топливо из России, если его цена превысит определенный порог.	Европейской экономике предрекли катастрофические последствия из-за энергокризиса
2022-10-06 19:59:00	https://lenta.ru/news/2022/10/06/zapretobsluj/	ЕС запретит обслуживать суда третьих стран, которые перевозят российскую нефть, если ее цена оказывается выше установленного потолка. Об этом говорится в «Официальном журнале ЕС».В документе прописано, что таким судам будет запрещено оказывать техническое обслуживание, брокерские услуги, финансирование и финансовую помощь, включая страхование в будущих перевозках.    Brent от TradingView     Ранее Евросоюз утвердил восьмой пакет санкций против России. Среди новых мер — введение потолка цен на российскую нефть, персональные ограничения против физических лиц, запрет на импорт ряда товаров. В Россию также нельзя будет поставлять электронные компоненты, используемые при создании оружия и авиации. Помимо этого, вводится запрет на оказание российским компаниям финансовых, юридических и IT-услуг, а также на предоставление криптокошельков.В Кремле, говоря о введении потолка нефтяных цен, указали, что это может навредить всему миру. Как сказал пресс-секретарь президента Дмитрий Песков, подобные ограничительные решения могут «внести очень деструктивное влияние в будущие горизонты энергетических рынков».	ЕС запретит обслуживать суда с подсанкционной российской нефтью
2022-10-06 17:56:00	https://lenta.ru/news/2022/10/06/fondrinok/	Британский фондовый рынок потерял 300 миллиардов фунтов стерлингов (340 миллиардов долларов) за первый месяц премьерства Лиз Трасс, пишет Bloomberg. Издание оценивало динамику стоимости ценных бумаг страны со 2 сентября — последнего дня торгов перед избранием Трасс — по 6 октября.Аналитики винят в столь резком падении новое правительство, запланировавшее масштабную налоговую реформу. В сентябре инвесторы начали опасаться, что снижение налогов приведет к росту суверенного долга страны, и начали активно избавляться от британских активов. Распродажа на фондовом рынке привела к рекордному падению фунта по отношению к доллару.16 сентября британская валюта упала до минимальной отметки в 1,135 доллара впервые с марта 1985 года. «Отзывы, которые мы получаем от инвесторов, заключаются в том, что они считают Великобританию непригодной для инвестиций, пока существует такой правительственный хаос», — заявил стратег компании Liberum Capital Йоахим Клемент.Материалы по теме:Не рассчитали.Тысячи россиян решили временно жить за границей. С какими трудностями они столкнулись?23 сентября 2022«Действительно большая дыра»Газопровод «Северный поток» пострадал от мощных взрывов. Сможет ли Европа пережить зиму?27 сентября 2022Британский Минфин решил отменить повышение налога на корпоративную прибыль с 19 до 26 процентов, а также снизить подоходный налог с 20 до 19 процентов. Кроме того, власти решили отменить 45-процентный налог на доходы самых богатых британцев, получающих свыше 150 тысяч фунтов. Как объяснил министр финансов Великобритании Квази Квартенг, мера должна простимулировать экономический рост страны. Из-за снижения налогов бюджет государства недополучит 45 миллиардов фунтов в год, что сопоставимо с 1,8 процента ВВП.3 октября Квартенг написал в своем Twitter, что правительство отказалось от планов отменить 45-процентную ставку подоходного налога для самых богатых жителей. 5 октября Лиз Трасс попыталась развеять опасения рынка, пообещав сохранить «железную хватку» в управлении финансами страны и снизить размер госдолга, писал Bloomberg. Тем не менее фунт продолжил снижаться в день ее выступления, упав на 1,3 процента до 1,13 доллара.	Лиз Трасс обвинили в многомиллиардных потерях британского фондового рынка
2022-10-06 16:11:05	https://lenta.ru/news/2022/10/06/gosdolg_ukrainy/	Государственный долг Украины за август вырос на 1,24 миллиарда долларов (1,28 процента), достигнув 98,03 миллиарда долларов. Месяцем ранее он составлял 96,79 миллиарда долларов. Об этом в четверг, 6 октября, сообщает «Корреспондент» со ссылкой на данные Минфина.По информации издания, прямой внешний долг за месяц вырос до 53,44 миллиарда долларов. А прямой внутренний — увеличился с 34,34 миллиарда до 34,49 миллиарда долларов. При этом гарантированный госдолг, по данным на 31 августа, составил 10,1 миллиарда долларов.Ранее в июле Минфин ФРГ заявил, что Киев получил возможность не обслуживать государственный внешний долг до конца 2023 года из-за продолжающихся на территории страны боевых действий.Международная группа кредиторов Украины включает в себя представителей Канады, Франции, Германии, Японии, Великобритании и США. Наблюдателями в ней выступают еще 15 государств.	Госдолг Украины превысил 98 миллиардов долларов
2022-10-06 14:52:00	https://lenta.ru/news/2022/10/06/sankcii/	"Российская экономика уже давно научилась адаптироваться к санкциям со стороны других стран. Так на введение восьмого пакета ограничительных мер Евросоюза (ЕС) в разговоре с «Лентой.ру» отреагировал заместитель председателя комитета Госдумы по экономической политике Денис Кравченко.«В целом российская экономика показала высокую адаптивность к уже введенным санкциям, ключевые сектора экономики продолжили свое функционирование, и там наблюдается рост и положительная динамика. Вчера об этом и путях дальнейшего развития я разговаривал на ""Национальном промышленном конгрессе"" с представителями банковского, промышленного и других ключевых секторов экономики. Уверен, что российская экономика не просто готова перестроиться, а прямо сейчас активно это делает», — рассказал депутат.Наиболее чувствительными могли бы стать ограничения на покупку готовой и полуготовой продукции из стали, пластика и текстиля, если бы не одно «но». Мы активно работаем с понятным и осязаемым результатом над выстраиванием новых торговых цепочек с дружественными и нейтральными странамиДенис Кравченкодепутат ГосдумыПо словам парламентария, то, насколько российская экономика будет способна справляться с ограничительными мерами, зависит от оперативности решений властей страны.«Воздействие санкций будет обратно пропорционально скорости мобилизации нашей экономики и промышленности. Я сейчас говорю о необходимости институциональных преобразований и алгоритмах принятия решений.  Чем быстрее и точнее будут приниматься необходимые меры поддержки и развития бизнеса, тем меньше будет воздействие санкций. А меры эти принимаются. Государственная дума и правительство ведут постоянную работу по обеспечению непрерывного развития экономики», — считает Денис Кравченко.Материалы по теме:На санкционных дрожжах.Российский рубль рекордно укрепился к доллару. Почему это произошло и ждать ли роста валюты?21 мая 2022«Мы адаптируемся ко всему»Об импортозамещении в России25 мая 2022Также депутат отметил введение санкций против российского судоходства.«Мы видим, что ЕС окончательно запретил операции с российским морским регистром судоходства, а это означает дополнительные ограничения на наш гражданский морской флот. При этом мы предусмотрительно были к этому готовы и при моем участии мы обнулили НДС в части операций по передаче судов, которые зарегистрированы как раз в РМРС. Думаю, что без принятия этой меры, последствия были бы драматические», — заключил он.Ранее Евросоюз утвердил восьмой пакет санкций против России из-за начала специальной военной операции на Украине. Среди новых мер — введение потолка цен на российскую нефть, персональные ограничения против физических лиц, запрет на импорт ряда товаров. В Россию также нельзя будет поставлять электронные компоненты, используемые при создании оружия и авиации. Помимо этого, вводится запрет на оказание российским компаниям финансовых, юридических и IT-услуг, а также на предоставление криптокошельков."	В России отреагировали на введение восьмого пакета санкций ЕС
2022-10-06 14:45:00	https://lenta.ru/news/2022/10/06/genius/	Президент Белоруссии Александр Лукашенко объявил о запрете с 6 октября на любое повышение цен, за исключением того, которое разрешили компетентные государственные органы. Такое распоряжение он дал в ходе совещания с экономическим блоком на тему инфляции, передает БЕЛТА.«Запрещается всякий рост цен. За-пре-ща-ет-ся! С сегодняшнего дня. Не с завтрашнего дня, а с сегодняшнего. Чтобы за сутки не накрутили цены. И не дай бог кто-то по бухгалтерии проведет задним числом какие-то расчеты, перерасчеты», — сказал он.По словам главы государства, для повышения цен необходимо согласие министра антимонопольного регулирования и торговли, Минского горисполкома, председателей облисполкомов. Без их санкции цены расти не смогут.Лукашенко объяснил, что такое решение связано с неконтролируемой инфляцией. Стоимость товаров, уверен он, уже уперлась в потолок и дальше бездействовать нельзя. При этом он пригрозил бизнесу, который в условиях невозможности получить прибыль попробует закрыть объект или уйти с рынка. «Вы за это ответите», — пообещал президент.Материалы по теме:Трактор заглохЭкономические успехи Лукашенко оказались блефом. Как белорусы разочаровались в нем?9 сентября 2020Белорусская экономика оказалась на грани катастрофы. Почему Россия вынуждена спасать ее?2 июня 2021За выполнением поручений будет следить генеральный прокурор и председатель Комитета госконтроля. Глава государства распорядился немедленно задерживать и возбуждать уголовные дела в отношении предпринимателей, которые не смогут вести бизнес в новых условиях и не захотят работать себе в убыток.При этом Лукашенко согласился, что еще недавно такой вариант выглядел абсолютно нереальным и нерыночным, но заметил, что в стране под контроль можно взять «абсолютно любой процесс, если есть желание».На постсоветском пространстве Лукашенко остается главным сторонником советской экономической политики и по возможности проводит ее идеи в жизнь. В феврале 2021 года он объявил, что советский госплан помог бы Союзному государству России и Белоруссии производить все необходимые товары.	Лукашенко запретил ценам расти
2022-10-06 14:34:00	https://lenta.ru/news/2022/10/06/neffft/	Решение Евросоюза (ЕС) о введении потолка цен на нефть из России способно навредить практически всему миру. Так новые санкционные ограничения на российские энергоресурсы оценил официальный представитель Кремля Дмитрий Песков, его цитирует РБК.По словам пресс-секретаря президента, подобные ограничительные решения могут «внести очень деструктивное влияние в будущие горизонты энергетических рынков».«Все заинтересованы, чтобы рынки были стабильными. И, конечно, очень многие страны понимают абсурдность резких движений, которые обдумываются в настоящий момент и в Евросоюзе, и подстрекаются Соединенными Штатами, относительно введения потолков цен и так далее», — заявил Песков.6 октября Европейская комиссия утвердила новый пакет санкций против России, который предполагает установление потолка цен на морские поставки российской нефти.В сообщении ЕК говорится, что речь идет о поставках третьим странам с участием европейских компаний — санкции в отношении морских поставок в сам Евросоюз уже были введены ранее. 5 декабря вступят в силу меры в отношении нефти, а 5 февраля 2023 года — в отношении нефтепродуктов.	Кремль оценил решение ЕС о потолке цен на российскую нефть
2022-10-06 14:10:46	https://lenta.ru/news/2022/10/06/baltic/	Премьер-министр Польши Матеуш Моравецкий после аварий на российских газопроводах «Северный поток» и «Северный поток-2» распорядился ввести второй по уровню из четырех режим угрозы энергетической инфраструктуре страны, расположенной за ее пределами. Режим вступает в силу с 6 октября и продлится до 30 ноября. Об этом со ссылкой на правительственный центр безопасности сообщает ТАСС.Такой уровень означает вероятность террористической атаки и является сигналом для ответственных служб и органов, чтобы они были готовы реагировать в соответствии с обстоятельствами.Под инфраструктурой, расположенной за пределами Польши, может подразумеваться только газопровод Baltic Pipe, через который с 1 октября в страну идут поставки норвежского газа. Территориально он расположен в тех же водах, где проложены оба российских газопровода.Виновники диверсий на «Северных потоках» неизвестны, в настоящее время в Европе начинается расследование инцидентов. Россия требует допустить к нему собственных представителей, но безуспешно.Материалы по теме:«Действительно большая дыра»Газопровод «Северный поток» пострадал от мощных взрывов. Сможет ли Европа пережить зиму?27 сентября 2022Силы небесные.Почему опытные бизнесмены и инвесторы отдают астрологам миллионы долларов?25 сентября 2022Ряд экспертов не исключают, что взорвать три из четырех ниток газопроводов могли российские власти, чтобы продемонстрировать свою способность ударить по европейской энергетической инфраструктуре. При этом одна нитка «Северного потока-2» осталась целой, таким образом, у «Газпрома» сохранилась возможность прокачивать весь объем, который ему позволяет обновленная газовая директива Евросоюза.Полиция Германии указывает, что, скорее всего, диверсия связана со злонамеренными действиями того или иного государства. На такой вывод наталкивает сложность исполнения и необходимость соответствующей подготовки. При этом силовики предупреждают о возможности новых ударов, таким образом косвенно они опровергают причастность к взрывам Великобритании или США, на чем настаивает Россия.	Польша приготовилась к нападению на газопровод Baltic Pipe
